Date,Open,High,Low,Close*,Adj Close**,Volume
07/23/23,1965.3,1965.5,1960.3,1960.3,1960.3,2
07/20/23,1961.8,1964.3,1961.8,1964.3,1964.3,50
07/19/23,1973.7,1973.7,1965.6,1968.3,1968.3,638
07/18/23,1977,1977.5,1973,1977.5,1977.5,35
07/17/23,1968.8,1978.4,1963.4,1977.2,1977.2,83
07/16/23,1954,1956.5,1946.6,1952.4,1952.4,29
07/13/23,1958.4,1960.6,1952.7,1960.1,1960.1,94
07/12/23,1961.1,1961.1,1953,1959.2,1959.2,121
07/11/23,1932.3,1958,1932.2,1956.2,1956.2,132
07/10/23,1925,1937,1924.2,1931.3,1931.3,142
07/09/23,1923.6,1926.1,1912.3,1925,1925,269
07/06/23,1913.4,1934.1,1913.4,1926.2,1926.2,61
07/05/23,1909.3,1910.2,1903.2,1908.7,1908.7,81
07/04/23,1923.5,1933.9,1914.7,1919.6,1919.6,193
07/03/23,1917.9,1929.5,1917.9,1921.7,1921.7,41
06/29/23,1908.6,1921.1,1900.6,1921.1,1921.1,445
06/28/23,1909.9,1909.9,1892.5,1909.2,1909.2,289
06/27/23,1912.3,1912.3,1912.3,1912.3,1912.3,628
06/26/23,1927,1929.4,1914,1914,1914,49
06/25/23,1922.9,1928.5,1922.5,1923.7,1923.7,71
06/22/23,1918.7,1932.5,1918.7,1919.1,1919.1,105
06/21/23,1920,1921,1912.1,1912.7,1912.7,237
06/20/23,1935.6,1936.8,1920,1933.3,1933.3,557
06/19/23,1958.6,1958.6,1931.3,1935.5,1935.5,193
06/15/23,1961.4,1962.9,1953.5,1958.4,1958.4,119
06/14/23,1941.7,1958.8,1926,1957.8,1957.8,329
06/13/23,1946.2,1958.2,1940.3,1955.3,1955.3,202
06/12/23,1960.6,1967.5,1940.3,1944.6,1944.6,343
06/11/23,1959.7,1963.5,1951.4,1955.3,1955.3,212
06/08/23,1965.1,1969.8,1960.3,1962.2,1962.2,49
06/07/23,1943.2,1969,1943.1,1963.6,1963.6,433
06/06/23,1959,1968.4,1940.7,1942.7,1942.7,139
06/05/23,1960.8,1965.5,1958.8,1965.5,1965.5,164
06/04/23,1947.5,1961.9,1937.8,1958,1958,713
06/01/23,1977.1,1982.5,1947.4,1952.4,1952.4,356
05/31/23,1963.2,1983,1954.3,1978,1978,750
05/30/23,1958.2,1973,1953,1963.9,1963.9,5959
05/29/23,1942.7,1962.6,1931,1958,1958,37838
05/25/23,1948.2,1948.4,1944.1,1944.1,1944.1,166036
05/24/23,1943.1,1943.1,1943.1,1943.1,1943.1,1
05/23/23,1975.4,1975.4,1962.8,1962.8,1962.8,189
05/22/23,1972.4,1972.4,1972.4,1972.4,1972.4,1
05/21/23,1980.5,1980.5,1974.8,1974.8,1974.8,8
05/18/23,1960,1978.7,1960,1978.7,1978.7,106
05/17/23,1956.5,1956.8,1956.5,1956.5,1956.5,23
05/16/23,1983.6,1983.6,1980.7,1980.7,1980.7,13
05/15/23,1988.4,1988.4,1988.4,1988.4,1988.4,49
05/14/23,2013.8,2018,2013.8,2018,2018,3
05/11/23,2014.5,2014.5,2014.5,2014.5,2014.5,115
05/10/23,2034.1,2038.3,2014,2014.7,2014.7,90
05/09/23,2032.3,2044.3,2029.5,2030.5,2030.5,248
05/08/23,2026.6,2037.3,2025.9,2036.2,2036.2,241
05/07/23,2022.5,2026.3,2022.5,2026.3,2026.3,3
05/04/23,2046.4,2046.4,2004.3,2017.4,2017.4,59
05/03/23,2045,2072,2040,2048,2048,930
05/02/23,2017.1,2035.1,2015.2,2028.6,2028.6,1349
05/01/23,1994.7,2018,1994.7,2014.3,2014.3,1896
04/30/23,1980.1,2005,1976.9,1983.4,1983.4,210
04/27/23,1986.9,1990.1,1977.7,1990.1,1990.1,152
04/26/23,1990.6,2002.3,1979.9,1989.9,1989.9,355
04/25/23,1997.8,1998.8,1985.6,1985.7,1985.7,615
04/24/23,1995.7,1999.1,1982.3,1994,1994,306
04/23/23,1981.3,1989.8,1977.4,1989.1,1989.1,145
04/20/23,1996.2,1996.2,1974.1,1979.5,1979.5,132
04/19/23,1998,2007.6,1998,2007.6,2007.6,164
04/18/23,2005.7,2006.4,1969.8,1995.2,1995.2,61
04/17/23,1996.9,2007.4,1996.9,2007.4,2007.4,72
04/16/23,2002.7,2007.6,1983.2,1994.2,1994.2,554
04/13/23,2041,2047.8,1995,2002.2,2002.2,718
04/12/23,2015.6,2048.6,2015.6,2041.3,2041.3,1043
04/11/23,2005.2,2025.7,2005.2,2010.9,2010.9,172
04/10/23,1991.4,2006.5,1991.4,2004.8,2004.8,68
04/09/23,2000,2006.6,1984,1989.1,1989.1,652
04/05/23,2022.2,2023.3,2005,2011.9,2011.9,-
04/04/23,2022.1,2033.8,2013.6,2020.9,2020.9,525
04/03/23,1984.6,2027.1,1979,2022.2,2022.2,811
04/02/23,1968.1,1991.7,1950,1983.9,1983.9,737
03/30/23,1981.3,1986.8,1968,1969,1969,957
03/29/23,1965.9,1984.4,1954.9,1980.3,1980.3,10119
03/28/23,1966.1,1966.1,1966.1,1966.1,1966.1,88563
03/27/23,1972.4,1972.4,1972.4,1972.4,1972.4,21
03/26/23,1957.2,1957.2,1952.4,1952.4,1952.4,877
03/23/23,1991.7,1995.4,1982.1,1982.1,1982.1,19
03/22/23,1990.5,1994.6,1990.5,1993.8,1993.8,33
03/21/23,1946.8,1974,1946.8,1946.8,1946.8,50
03/20/23,1973.8,1973.8,1938,1938,1938,47
03/19/23,1988.3,2003.9,1968.9,1979.2,1979.2,389
03/16/23,1946,1985.1,1946,1969.8,1969.8,82
03/15/23,1909.9,1931.7,1909.9,1919,1919,394
03/14/23,1903.9,1926.6,1898.5,1926.6,1926.6,564
03/13/23,1912.2,1912.2,1901.1,1906.2,1906.2,107
03/12/23,1890.8,1913.1,1875.1,1911.7,1911.7,503
03/10/23,1852.3,1868.5,1852,1862,1862,248
03/09/23,1816.4,1829.3,1815.6,1829.3,1829.3,332
03/08/23,1811.6,1812.9,1811.5,1812.7,1812.7,75
03/07/23,1840.9,1840.9,1813.9,1813.9,1813.9,450
03/06/23,1853.3,1853.8,1844.2,1847.9,1847.9,5
03/03/23,1837.3,1855.4,1837.3,1847.7,1847.7,61
03/02/23,1830,1836.3,1830,1833.5,1833.5,154
03/01/23,1827.1,1841.7,1827.1,1837.7,1837.7,211
02/28/23,1808.1,1830,1808.1,1828.9,1828.9,618
02/27/23,1811.6,1817.5,1808.9,1817,1817,829
02/24/23,1808.8,1808.8,1808.8,1808.8,1808.8,404
02/23/23,1826.4,1827.5,1818,1818,1818,291
02/22/23,1835.7,1836.2,1825.1,1832,1832,278
02/21/23,1842.6,1843,1833,1833,1833,862
02/17/23,1827.4,1842.2,1818.4,1840.4,1840.4,35
02/16/23,1838.6,1843.7,1827.2,1842,1842,222
02/15/23,1842,1842,1828.2,1834.2,1834.2,368
02/14/23,1854.1,1862,1846.2,1854,1854,656
02/13/23,1859,1861,1850,1851.9,1851.9,569
02/10/23,1861.6,1863.5,1852.4,1862.8,1862.8,27
02/09/23,1875.3,1884.6,1859.8,1866.2,1866.2,223
02/08/23,1872.1,1880.4,1872.1,1877.4,1877.4,230
02/07/23,1870,1875.7,1868,1871.7,1871.7,297
02/06/23,1865.6,1880,1863.4,1866.2,1866.2,424
02/03/23,1912.4,1917,1861.5,1862.9,1862.9,992
02/02/23,1952.3,1959.1,1911.3,1916.3,1916.3,748
02/01/23,1927.2,1955,1922,1927.8,1927.8,2290
01/31/23,1923,1930.4,1900.6,1929.5,1929.5,1910
01/30/23,1928.3,1933.6,1920.3,1922.9,1922.9,27220
01/27/23,1928.6,1928.6,1928.6,1928.6,1928.6,150902
01/26/23,1936.6,1937.1,1927.1,1929.1,1929.1,131
01/25/23,1941.2,1941.2,1939.8,1941.2,1941.2,7
01/24/23,1931.8,1936.8,1931.8,1933.9,1933.9,201
01/23/23,1926.5,1927.1,1915,1927.1,1927.1,218
01/20/23,1922.1,1928.5,1921.4,1926.4,1926.4,1346
01/19/23,1922.1,1931.8,1922.1,1922.1,1922.1,371
01/18/23,1911.1,1911.1,1903.1,1904.4,1904.4,1027
01/17/23,1920.1,1920.1,1905.2,1907.2,1907.2,706
01/13/23,1899,1920.9,1898.3,1918.4,1918.4,512
01/12/23,1877.2,1897.4,1877.2,1895.5,1895.5,59
01/11/23,1873.1,1877.8,1873.1,1874.6,1874.6,1236
01/10/23,1877.8,1878.1,1871.6,1871.6,1871.6,101
01/09/23,1867,1880,1867,1872.7,1872.7,62
01/06/23,1838.4,1868.2,1835.3,1864.2,1864.2,26
01/05/23,1855.2,1855.2,1834.8,1834.8,1834.8,24
01/04/23,1845.6,1859.1,1845.6,1852.8,1852.8,25
01/03/23,1836.2,1839.7,1836.2,1839.7,1839.7,29
12/30/22,1817,1822.3,1816.8,1819.7,1819.7,95
12/29/22,1805.8,1819.5,1805.8,1819.5,1819.5,277
12/28/22,1803.2,1807.9,1803.1,1807.9,1807.9,434
12/27/22,1803.4,1826.3,1803.4,1814.8,1814.8,69
12/23/22,1794.3,1802.8,1794.1,1795.9,1795.9,49
12/22/22,1818.1,1818.1,1785,1787,1787,411
12/21/22,1817.4,1821.4,1814.4,1815.9,1815.9,35
12/20/22,1786.5,1821.4,1786.5,1815.9,1815.9,51
12/19/22,1791.6,1796.3,1785.6,1787.7,1787.7,79
12/16/22,1777.9,1791.4,1777.9,1790,1790,206
12/15/22,1801,1801,1774.8,1777.2,1777.2,421
12/14/22,1810.8,1812.8,1797.9,1807.5,1807.5,1074
12/13/22,1780.7,1819.8,1780.5,1813.9,1813.9,205
12/12/22,1787.3,1793.9,1777.7,1780.5,1780.5,85
12/09/22,1794.9,1804.3,1791.1,1798.1,1798.1,125
12/08/22,1782,1790.9,1782,1788.7,1788.7,713
12/07/22,1769.3,1790.3,1769.3,1785.5,1785.5,422
12/06/22,1768.6,1779.4,1767.9,1769.3,1769.3,105
12/05/22,1795.7,1808,1764.3,1767.4,1767.4,1713
12/02/22,1802,1802.3,1779.4,1795.9,1795.9,1725
12/01/22,1768.7,1803.7,1768.7,1801.1,1801.1,1053
11/30/22,1748.1,1769.4,1745.1,1746,1746,3339
11/29/22,1739.5,1758.2,1737.9,1748.4,1748.4,19416
11/28/22,1741.3,1741.3,1740.1,1740.1,1740.1,132767
11/25/22,1753,1757.9,1749.2,1753.3,1753.3,216
11/23/22,1736.5,1750.9,1736.5,1744.9,1744.9,39
11/22/22,1741.7,1741.7,1738.3,1738.3,1738.3,15
11/21/22,1739,1744.9,1736.1,1737.4,1737.4,544
11/18/22,1763.3,1763.3,1747.6,1751.9,1751.9,414
11/17/22,1763,1763,1756,1760.8,1760.8,18
11/16/22,1776.6,1778.9,1773,1773,1773,303
11/15/22,1770.8,1773.8,1769.9,1773.8,1773.8,57
11/14/22,1762,1773.6,1761.6,1773.6,1773.6,358
11/11/22,1763.8,1766,1757.6,1766,1766,257
11/10/22,1708.2,1750.3,1708.2,1750.3,1750.3,325
11/09/22,1707.4,1720.2,1706,1710.1,1710.1,497
11/08/22,1703.2,1712.1,1703.2,1712.1,1712.1,23
11/07/22,1676.9,1677.9,1672.9,1676.5,1676.5,42
11/03/22,1630.2,1674.5,1629,1672.5,1672.5,159
11/02/22,1629.2,1629.2,1615.1,1627.3,1627.3,1427
11/01/22,1650.8,1664.7,1634,1645.7,1645.7,612
10/31/22,1630.8,1653.7,1630.8,1645,1645,985
10/30/22,1641.8,1641.8,1633.4,1635.9,1635.9,522
10/27/22,1661,1661,1638.7,1639.6,1639.6,626
10/26/22,1660.7,1660.7,1660.7,1660.7,1660.7,2298
10/25/22,1649.8,1667,1649.8,1664,1664,89
10/24/22,1648.2,1652.8,1637.3,1652.8,1652.8,880
10/23/22,1662.7,1662.7,1648.7,1648.7,1648.7,29
10/20/22,1634.1,1653.9,1634.1,1651,1651,224
10/19/22,1622.8,1641.4,1622.8,1630.8,1630.8,477
10/18/22,1637.5,1637.5,1627.5,1627.5,1627.5,84
10/17/22,1651.4,1655.2,1649,1649,1649,597
10/16/22,1650.2,1657,1646.8,1657,1657,238
10/13/22,1665.3,1667,1640,1641.7,1641.7,82
10/12/22,1675.2,1675.3,1641.5,1670,1670,729
10/11/22,1668,1672.7,1668,1670.3,1670.3,149
10/10/22,1661.8,1678.7,1661,1678.7,1678.7,167
10/09/22,1693.4,1693.4,1667,1667.3,1667.3,195
10/06/22,1710.1,1710.1,1693.7,1700.5,1700.5,179
10/05/22,1721,1723.3,1709.1,1711.7,1711.7,133
10/04/22,1724.1,1726.6,1703,1711.4,1711.4,418
10/03/22,1701.2,1728,1696,1721.1,1721.1,291
10/02/22,1667.2,1700,1661.9,1692.9,1692.9,410
09/29/22,1661.7,1672.7,1658,1662.4,1662.4,548
09/28/22,1657,1662.6,1640,1658.5,1658.5,6028
09/27/22,1620.4,1660.4,1620.4,1660.4,1660.4,18311
09/26/22,1632.2,1636.6,1626.7,1626.7,1626.7,888
09/25/22,1623.3,1623.3,1623.3,1623.3,1623.3,1205
09/22/22,1667,1667,1645.3,1645.3,1645.3,1224
09/21/22,1668.3,1670.8,1668.3,1670.8,1670.8,973
09/20/22,1665.5,1680.1,1664.6,1664.6,1664.6,2337
09/19/22,1659.7,1659.7,1659.7,1659.7,1659.7,2830
09/18/22,1661.8,1669.4,1658.5,1666.2,1666.2,580
09/15/22,1660.4,1674.9,1651.7,1671.7,1671.7,464
09/14/22,1685.5,1686,1662.3,1665.4,1665.4,1125
09/13/22,1698.7,1701.8,1696.5,1696.5,1696.5,532
09/12/22,1720.5,1720.5,1697.3,1705,1705,432
09/11/22,1727.4,1728.1,1727.4,1728.1,1728.1,68
09/08/22,1719.2,1720,1712.8,1716.2,1716.2,635
09/07/22,1718.2,1718.2,1705.3,1708,1708,1193
09/06/22,1694.8,1715.3,1694.7,1715.3,1715.3,651
09/05/22,1709.7,1717.4,1699.7,1700.4,1700.4,697
09/01/22,1703.4,1715.7,1703.1,1709.8,1709.8,182
08/31/22,1707.9,1707.9,1693.9,1696.6,1696.6,683
08/30/22,1718.3,1720.9,1708.5,1712.8,1712.8,2133
08/29/22,1736.4,1739,1720.7,1723.2,1723.2,385
08/28/22,1732.4,1741.2,1732.1,1736.6,1736.6,950
08/25/22,1754,1755,1736.1,1736.1,1736.1,202
08/24/22,1761.6,1761.8,1755,1757.7,1757.7,172
08/23/22,1745,1751.8,1743.6,1747.8,1747.8,187
08/22/22,1738,1748.9,1731.9,1746.8,1746.8,509
08/21/22,1740.5,1740.5,1726.5,1734,1734,347
08/18/22,1753.7,1754.3,1747.5,1747.6,1747.6,49
08/17/22,1762.9,1762.9,1753.4,1755.3,1755.3,321
08/16/22,1769.7,1769.7,1760,1760.3,1760.3,23
08/15/22,1777.4,1777.4,1771.4,1773.2,1773.2,308
08/14/22,1799,1799,1774.7,1781.4,1781.4,64
08/11/22,1786.3,1800.4,1784.3,1798.6,1798.6,187
08/10/22,1794.3,1794.3,1785.7,1789.7,1789.7,1235
08/09/22,1804.4,1804.9,1787.8,1795.6,1795.6,601
08/08/22,1790,1796.1,1789,1794,1794,249
08/07/22,1771.8,1786.8,1771.8,1786.8,1786.8,127
08/04/22,1791.2,1791.4,1764.2,1772.9,1772.9,645
08/03/22,1769.4,1792.1,1767.7,1788.5,1788.5,285
08/02/22,1756.7,1770.5,1753,1758,1758,399
08/01/22,1772.1,1786.6,1759.4,1771.1,1771.1,1078
07/31/22,1763.9,1772.5,1756.1,1769,1769,705
07/28/22,1754,1765.7,1750,1762.9,1762.9,3485
07/27/22,1732.3,1755,1732,1750.3,1750.3,37236
07/26/22,1719.1,1719.1,1719.1,1719.1,1719.1,144865
07/25/22,1718,1718,1717.7,1717.7,1717.7,1
07/24/22,1727,1732,1719,1719,1719,67
07/21/22,1713.3,1735,1713,1727.1,1727.1,61
07/20/22,1687,1715.5,1679.8,1712.7,1712.7,183
07/19/22,1707.1,1708.5,1699.5,1699.5,1699.5,130
07/18/22,1712.3,1714.4,1706.1,1710,1710,1684
07/17/22,1712.2,1712.4,1709.2,1709.2,1709.2,264
07/14/22,1705.4,1709.7,1701.1,1702.4,1702.4,721
07/13/22,1710.3,1710.5,1704.5,1704.5,1704.5,1289
07/12/22,1710,1734.2,1710,1734.2,1734.2,368
07/11/22,1734.2,1735.5,1723.3,1723.3,1723.3,451
07/10/22,1732.5,1736.7,1730,1730,1730,75
07/07/22,1738.1,1749.3,1732.1,1740.6,1740.6,370
07/06/22,1745.2,1745.2,1737,1737.9,1737.9,1869
07/05/22,1762.5,1768,1734,1734.9,1734.9,1729
07/04/22,1805.4,1805.4,1761.8,1761.8,1761.8,64
06/30/22,1795.5,1806.1,1791.6,1798.9,1798.9,77
06/29/22,1809.6,1817.3,1801,1804.1,1804.1,328
06/28/22,1818.3,1830.3,1812.8,1813.7,1813.7,173
06/27/22,1824.2,1826,1817.5,1817.5,1817.5,391
06/26/22,1830.5,1830.7,1819.9,1820.9,1820.9,77
06/23/22,1820.5,1826.5,1815.8,1826.5,1826.5,61
06/22/22,1835.5,1841.2,1825.7,1825.7,1825.7,9
06/21/22,1829.5,1842.7,1821.6,1834.3,1834.3,115
06/20/22,1835.3,1838.6,1830.1,1834.6,1834.6,216
06/16/22,1853.7,1853.7,1833.6,1835.6,1835.6,170
06/15/22,1819.2,1850.6,1814.9,1845.7,1845.7,136
06/14/22,1814.1,1839,1810.8,1815.3,1815.3,108
06/13/22,1825,1825.5,1805.3,1809.5,1809.5,536
06/12/22,1873.8,1873.8,1818.7,1828,1828,127
06/09/22,1842.7,1875.6,1823.9,1871.5,1871.5,1490
06/08/22,1846.1,1850.1,1837.9,1848.8,1848.8,159
06/07/22,1844.8,1855,1844.4,1851.9,1851.9,218
06/06/22,1836.9,1851.6,1835,1847.5,1847.5,1168
06/05/22,1849,1854.1,1839.2,1839.2,1839.2,142
06/02/22,1867.6,1871.8,1845.4,1845.4,1845.4,53
06/01/22,1845.4,1868.7,1842.1,1866.5,1866.5,551
05/31/22,1831,1847.9,1825.3,1843.3,1843.3,1623
05/30/22,1850.3,1862.1,1832.8,1842.7,1842.7,4073
05/26/22,1848.3,1860.7,1845.9,1851.3,1851.3,30091
05/25/22,1840.4,1847.4,1840.4,1847.4,1847.4,123355
05/24/22,1846.2,1846.2,1846.2,1846.2,1846.2,-
05/23/22,1852.5,1867,1852.5,1865.1,1865.1,33
05/22/22,1846.3,1863,1845.8,1847.8,1847.8,216
05/19/22,1839.1,1841.8,1836.3,1841.8,1841.8,110
05/18/22,1810.9,1841.2,1810.7,1841.2,1841.2,138
05/17/22,1815,1819.7,1805,1815.9,1815.9,311
05/16/22,1824.9,1828.6,1816.7,1818.2,1818.2,121
05/15/22,1790.5,1813.5,1787,1813.5,1813.5,34
05/12/22,1825,1825,1807.4,1807.4,1807.4,335
05/11/22,1849.8,1851.9,1822.2,1823.8,1823.8,153
05/10/22,1841.5,1852.6,1841,1852.6,1852.6,892
05/09/22,1839.9,1839.9,1839.9,1839.9,1839.9,1540
05/08/22,1866.6,1867.5,1854,1857.1,1857.1,304
05/05/22,1874.7,1890.3,1871.5,1881.2,1881.2,214
05/04/22,1897,1904.3,1874,1874,1874,80
05/03/22,1867,1867,1867,1867,1867,1
05/02/22,1868.8,1868.8,1868.8,1868.8,1868.8,466
05/01/22,1896.7,1896.8,1853,1861.8,1861.8,385
04/28/22,1902.7,1918.2,1902.4,1909.3,1909.3,132
04/27/22,1883.8,1893,1872.9,1888.7,1888.7,513
04/26/22,1897.8,1900.6,1882.2,1885.9,1885.9,1786
04/25/22,1900.5,1909.1,1894,1901.4,1901.4,302
04/24/22,1925,1925,1889.3,1893.2,1893.2,748
04/21/22,1949.6,1950.4,1930.2,1931,1931,178
04/20/22,1942.5,1944.9,1942.5,1944.9,1944.9,4
04/19/22,1945.5,1953.6,1945.5,1952.3,1952.3,621
